"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",89222,0.122409052743646,88931.7,0.122072913552695,"1","1280","1"
"2",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",72830,0.0999198775113736,72830,0.0999707559802316,"2","1520","1"
"3",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",65307,0.0895986192590316,65326.6,0.0896711091743817,"3","1396","1"
"4",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",62819,0.0861851817298774,62819,0.0862290713657647,"4","470","1"
"5",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",54063,0.074172296277597,54063,0.0742100690035731,"5","1299","1"
"6",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",51234,0.070291020244648,51234,0.07032680883915,"6","487","1"
"7",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",41110,0.0564012929355014,41110,0.0564299788330335,"7","821","1"
"8",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",36551,0.050146525373036,36551,0.0501720628183712,"8","210","1"
"9",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",35357,0.0485084046295432,35362.2,0.0485401947949787,"9","1640","1"
"10",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",33836,0.0464216528281592,33835.5,0.0464446116017818,"10","287","1"
"11",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",33146,0.045475000137196,33141.2,0.0454915051913977,"11","1309","1"
"12",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",28650,0.0393066660812969,28650,0.0393266831248193,"12","1660","1"
"13",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",26362,0.0361676206364799,26361.9,0.0361858826565269,"13","562","1"
"14",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",25380,0.0348203555023845,25272.8,0.0346909018636718,"14","1351","1"
"15",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",19015,0.0260878274183546,19015,0.0261011122891894,"15","1063","1"
"16",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",14595,0.0200237623545036,14595,0.020033959379952,"16","837","1"
"17",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",12735,0.0174719159701681,12738.1,0.0174850357202978,"17","888745","1"
"18",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",12379,0.016983498060048,12380,0.0169935880959612,"18","1596","1"
"19",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",2508,0.00344087673758787,2508.4,0.00344316066342432,"19","1313","1"
"20",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",2485,0.0034093216478891,2547.3,0.00349652567743459,"20","1354","1"
"21",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",2137,0.00293187942114246,2137,0.00293337249987303,"21","537011","1"
"22",NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",1001,0.00137333238210744,1001,0.00137403176058629,"22","1747","1"
"23",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus arlettae",968,0.00132805768819181,965.2,0.00132493099839929,"23","29378","1"
"24",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",763,0.00104680580174623,1030.4,0.00141436231696314,"24","1282","1"
"25",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus chromogenes",400,0.000548784168674302,355.4,0.000487783894491259,"25","46126","1"
"26",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",336,0.000460978701686414,349.1,0.000479150102599616,"26","1139996","1"
"27",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus manliponensis",247,0.000338874224156382,239.4,0.000328589278316646,"27","574376","1"
"28",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus agnetis",200,0.000274392084337151,227.4,0.000312077052438921,"28","985762","1"
"29",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Metapseudomonas","Metapseudomonas resinovorans",193,0.000264788361385351,193.5,0.000265561094891778,"29","53412","1"
"30",NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium faecium",159,0.000218141707048035,159,0.000218252797136084,"30","33025","1"
"31",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus thailandicus",120,0.000164635250602291,114.3,0.000156879817675172,"31","417368","1"
"32",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus",114,0.000156403488072176,133.6,0.000183450066063423,"32","1281","1"
"33",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cytotoxicus",107,0.000146799765120376,106.5,0.000146119588772192,"33","580165","1"
"34",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella dysenteriae",86,0.000117988596264975,85.9,0.000117969712652551,"34","622","1"
"35",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium",79,0.000108384873313175,84.1,0.000115385302096339,"35","1352","1"
"36",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus massiliensis",69,9.46652690963171e-05,72.1,9.89720997948655e-05,"36","1640685","1"
"37",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus devriesei",57,7.8201744036088e-05,62.1,8.5283867977275e-05,"37","586733","1"
"38",NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium prausnitzii",56,7.68297836144023e-05,56,7.68689096831492e-05,"38","853","1"
"39",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saprophyticus",52,7.13419419276593e-05,51.1,7.01812387334981e-05,"39","29385","1"
"40",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola dorei",51,6.99699815059735e-05,51,7.00424431610133e-05,"40","357276","1"
"41",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Melissococcus","Melissococcus plutonius",43,5.89942981324875e-05,44.9,6.16539574502548e-05,"41","940190","1"
"42",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola massiliensis",40,5.48784168674302e-05,40,5.49063640593923e-05,"42","204516","1"
"43",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas indica",39,5.35064564457445e-05,39,5.35591703055773e-05,"43","137658","1"
"44",NA,NA,"Bacillota","Bacilli","Bacillales","Planococcaceae","Viridibacillus","Viridibacillus arvi",36,4.93905751806872e-05,36,4.94160493470903e-05,"45","263475","1"
"45",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus avium",36,4.93905751806872e-05,39.2,5.3835148224319e-05,"46","33945","1"
"46",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caccae",36,4.93905751806872e-05,35.5,4.87892501544139e-05,"44","47678","1"
"47",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides merdae",36,4.93905751806872e-05,36,4.9415727653453e-05,"47","46503","1"
"48",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",34,4.66466543373157e-05,33,4.52709985930809e-05,"48","1643","1"
"49",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides finegoldii",34,4.66466543373157e-05,32.7,4.48291516564532e-05,"49","338188","1"
"50",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis",32,4.39027334939442e-05,32,4.39250912475138e-05,"50","28117","1"
