"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",45081,0.0961740310275972,44979.1,0.0959795887698515,"1","1520","1"
"2",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",43674,0.0931723926066254,41386.4,0.0883133022123957,"2","1280","1"
"3",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",32648,0.0696499581861315,31252.8,0.0666894374088729,"3","1396","1"
"4",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",27205,0.058038076220709,26903.9,0.0574093698962402,"4","1640","1"
"5",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",27196,0.0580188759749458,27196,0.0580327140303516,"5","821","1"
"6",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",26929,0.0574492686839725,26929,0.0574629986855359,"6","1299","1"
"7",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",25093,0.0535324185482908,25092.9,0.0535450953746321,"7","487","1"
"8",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",24422,0.0521009335586162,24392.1,0.052049620943354,"8","1309","1"
"9",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",21086,0.0449840424624102,21085.7,0.0449942531030808,"9","287","1"
"10",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",20259,0.0432197532128411,20259,0.0432300824191593,"10","470","1"
"11",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",19077,0.040698120935948,19077,0.0407078472800812,"11","1660","1"
"12",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",14845,0.0316697387059888,14845,0.0316773067820808,"12","1063","1"
"13",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",14738,0.0314414691174714,14750.2,0.0314751180153582,"13","888745","1"
"14",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",12159,0.0259395320260099,12159,0.0259457313549377,"14","210","1"
"15",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",11827,0.0252312562934139,11825.2,0.0252333944309218,"15","1596","1"
"16",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",11332,0.0241752427764409,11064.7,0.0236107157716254,"16","562","1"
"17",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",10777,0.0229912276210469,11803.1,0.0251861828390158,"17","1405","1"
"18",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",10728,0.0228866929496698,10018.2,0.0213775503217268,"18","1351","1"
"19",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",9508,0.0202839929684433,9508,0.0202888406851843,"19","837","1"
"20",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis",9257,0.0197485194477156,12664.9,0.0270252615838246,"20","29388","1"
"21",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",9167,0.0195565169900841,7800.5,0.0166453313172706,"21","1282","1"
"22",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",6754,0.0144087177649207,7201,0.0153659956568941,"22","1354","1"
"23",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",2958,0.00631048077415391,3224.4,0.00688043947851263,"23","564","1"
"24",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",2931,0.00625288003686447,3221.2,0.0068735348892005,"24","1643","1"
"25",NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",2709,0.00577927397470688,2709.1,0.0057807717830293,"25","1747","1"
"26",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus anthracis",2690,0.00573874012254023,2194,0.00468161644516758,"26","1392","1"
"27",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium saccharoperbutylacetonicum",2640,0.00563207209052276,2739.6,0.00584598616878734,"27","36745","1"
"28",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",2517,0.00536966873175977,2517,0.00537095204766214,"28","537011","1"
"29",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",2254,0.00480859488334784,2255.1,0.00481209850456482,"29","1313","1"
"30",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus caprae",2188,0.00466779308108477,1621.3,0.00345953978415053,"30","29380","1"
"31",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium",1818,0.00387844964415545,1743.6,0.00372068195188554,"31","1352","1"
"32",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thuringiensis",1341,0.00286083661870872,2200.7,0.00469594246752369,"32","1428","1"
"33",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saccharolyticus",1317,0.00280963596334033,1489.3,0.00317791221792404,"33","33028","1"
"34",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus dispar",946,0.00201815916577066,1107.3,0.00236275977988229,"34","44009","1"
"35",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus petrasii",773,0.00164908777499019,1038.6,0.0022162367470081,"35","1276936","1"
"36",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus",726,0.00154881982489376,867.9,0.00185206192141756,"36","1281","1"
"37",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",655,0.00139735121942894,726,0.00154923589728385,"37","1139996","1"
"38",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saprophyticus",543,0.00115841482770979,550.1,0.00117385958257988,"38","29385","1"
