"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",66740,0.141957714723274,66301.2,0.141096107516883,"1","1280","1"
"2",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",48082,0.102271663759731,48123.6,0.102412243263468,"2","1396","1"
"3",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",47805,0.101682477559876,47805,0.101734194536197,"3","1520","1"
"4",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria innocua",30334,0.0645212064491428,30353.8,0.0645960721707021,"4","1642","1"
"5",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",27196,0.0578465988854384,27196,0.0578759958599648,"5","821","1"
"6",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",26929,0.0572786829455056,26929,0.0573078159016473,"6","1299","1"
"7",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",25094,0.0533755902497128,25093.9,0.0534026214458469,"7","487","1"
"8",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",24423,0.051948355808908,24361.4,0.0518436104777431,"8","1309","1"
"9",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",21419,0.0455587697281661,21382.4,0.0455039933811821,"9","1351","1"
"10",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",21223,0.0451418726336836,21223,0.0451647297938426,"10","287","1"
"11",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",20293,0.043163738460884,20293,0.0431856916150387,"11","470","1"
"12",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",19088,0.0406006721402136,19088,0.040621321767887,"12","1660","1"
"13",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",14952,0.031803292636236,15009.6,0.0319419952066954,"13","888745","1"
"14",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",14858,0.0316033521929638,14858,0.0316194262195654,"14","1063","1"
"15",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",14443,0.0307206364061769,14443,0.0307361956594532,"15","562","1"
"16",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",12159,0.0258625090398605,12159,0.0258756631214385,"16","210","1"
"17",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",12122,0.0257838090781469,12124.8,0.0258027828854063,"17","1596","1"
"18",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",9508,0.0202237631343855,9508,0.0202340487845776,"18","837","1"
"19",NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",2709,0.00576211341302591,2709.1,0.00576516046793423,"19","1747","1"
"20",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",2517,0.00535372442251244,2517,0.00535644742190376,"20","537011","1"
"21",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",2277,0.00484323818437061,2278.6,0.0048491137759218,"21","1313","1"
"22",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",1198,0.00254817713872464,1209.5,0.00257402657485681,"22","1354","1"
"23",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",1152,0.00245033394308078,1536,0.00326871022866202,"23","1282","1"
"24",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus kloosii",705,0.00149955332454163,703.7,0.00149755975515254,"24","29384","1"
