superkingdom,kingdom,phylum,class,order,family,genus,species,reassigned_read_count,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,best_hit_genus,best_hit_species,blast_validated
,,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Skermanella,Skermanella aerolata,3,,,,,,,,
,,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Azospirillaceae,Skermanella,Skermanella stibiiresistens,3,,,,,,,,
,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas indica,3,,,,,,,,
,,Acidobacteriota,Blastocatellia,Blastocatellales,Blastocatellaceae,Stenotrophobacter,Stenotrophobacter terrae,2,,,,,,,,
,,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Blastococcus,Blastococcus colisei,2,,,,,,,,
,,Actinomycetota,Actinomycetes,Geodermatophilales,Geodermatophilaceae,Blastococcus,Blastococcus deserti,2,,,,,,,,
,,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Actinoplanes,Actinoplanes friuliensis,2,,,,,,,,
,,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Virgisporangium,Virgisporangium aurantiacum,2,,,,,,,,
,,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Virgisporangium,Virgisporangium myanmarense,2,,,,,,,,
,,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Virgisporangium,Virgisporangium ochraceum,2,,,,,,,,
,,Actinomycetota,Actinomycetes,Mycobacteriales,Corynebacteriaceae,Corynebacterium,Corynebacterium massiliense,2,,,,,,,,
,,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycolicibacterium,Mycolicibacterium madagascariense,2,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides marmorisolisilvae,2,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Heyndrickxia,Heyndrickxia shackletonii,2,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Planococcaceae,Planococcus,Planococcus salinus,2,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus brunensis,2,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus intermedius,2,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii,2,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus quebecensis,2,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus rotai,2,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus marimammalium,2,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus plurextorum,2,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus troglodytae,2,,,,,,,,
,,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Merdimmobilis,Merdimmobilis hominis,2,,,,,,,,
,,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,Anaerostipes hadrus,2,,,,,,,,
,,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia stercoris,2,,,,,,,,
,,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Mediterraneibacter,[Ruminococcus] torques,2,,,,,,,,
,,Bacillota,Clostridia,Peptostreptococcales,Peptostreptococcaceae,Romboutsia,Romboutsia timonensis,2,,,,,,,,
,,Bacteroidota,Bacteroidia,Bacteroidales,Barnesiellaceae,Coprobacter,Coprobacter fastidiosus,2,,,,,,,,
,,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas phoceensis,2,,,,,,,,
,,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium mobile,2,,,,,,,,
,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium aestuarii,2,,,,,,,,
,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Hyphomicrobium,Hyphomicrobium vulgare,2,,,,,,,,
,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium azibense,2,,,,,,,,
,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium mongolense,2,,,,,,,,
,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobium yanglingense,2,,,,,,,,
,,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,,Pseudorhodoplanes,Pseudorhodoplanes sinuspersici,2,,,,,,,,
,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Brachymonas,Brachymonas chironomi,2,,,,,,,,
,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas faecalis,2,,,,,,,,
,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Comamonas,Comamonas serinivorans,2,,,,,,,,
,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Diaphorobacter,Diaphorobacter nitroreducens,2,,,,,,,,
,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia beijingensis,2,,,,,,,,
,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia pentelensis,2,,,,,,,,
,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Ottowia,Ottowia shaoguanensis,2,,,,,,,,
,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Paracidovorax,Paracidovorax konjaci,2,,,,,,,,
,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,Roseateles aquatilis,2,,,,,,,,
,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,Roseateles chitosanitabidus,2,,,,,,,,
,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sphaerotilaceae,Roseateles,Roseateles oligotrophus,2,,,,,,,,
,,Pseudomonadota,Betaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,Sutterella wadsworthensis,2,,,,,,,,
,,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria polysaccharea,2,,,,,,,,
,,Pseudomonadota,Gammaproteobacteria,Lysobacterales,Lysobacteraceae,Noviluteimonas,Noviluteimonas caseinilytica,2,,,,,,,,
,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter gerneri,2,,,,,,,,
,,Verrucomicrobiota,Spartobacteria,Chthoniobacterales,Chthoniobacteraceae,Chthoniobacter,Chthoniobacter flavus,2,,,,,,,,
,,Acidobacteriota,Blastocatellia,Blastocatellales,Arenimicrobiaceae,Arenimicrobium,Arenimicrobium luteum,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces aurantiacus,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces camponoti,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces cuticulae,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces flavidovirens,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces graminilatus,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces humidus,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces longisporus,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces montanus,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces rishiriensis,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces sporangiiformans,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Streptomyces,Streptomyces tauricus,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Micrococcales,Dermatophilaceae,Austwickia,Austwickia chelonae,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Oryzihumus,Oryzihumus soli,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Terrabacter,Terrabacter carboxydivorans,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Terrabacter,Terrabacter ginsenosidimutans,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Terrabacter,Terrabacter koreensis,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Terrabacter,Terrabacter lapilli,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Terrabacter,Terrabacter terrae,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Terrabacter,Terrabacter terrigena,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Terrabacter,Terrabacter tumescens,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Micrococcales,Microbacteriaceae,Agromyces,Agromyces ulmi,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Micromonosporales,Micromonosporaceae,Luedemannella,Luedemannella flava,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Prescottella,Prescottella equi,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Mycobacteriales,Nocardiaceae,Prescottella,Prescottella subtropica,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Nakamurellales,Nakamurellaceae,Nakamurella,Nakamurella flavida,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Kribbellaceae,Kribbella,Kribbella hippodromi,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Kribbellaceae,Kribbella,Kribbella jejuensis,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Kribbellaceae,Kribbella,Kribbella karoonensis,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Kribbellaceae,Kribbella,Kribbella podocarpi,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Kribbellaceae,Kribbella,Kribbella shirazensis,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Kribbellaceae,Kribbella,Kribbella solani,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Kribbellaceae,Kribbella,Kribbella soli,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides alpinus,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides astragali,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides dokdonensis,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides iriomotensis,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides lianchengensis,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides marinisabuli,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides pyridinolyticus,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides,Nocardioides solisilvae,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Microlunatus,Microlunatus ginsengisoli,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Lentzea,Lentzea flaviverrucosa,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Lentzea,Lentzea waywayandensis,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia ailaonensis,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Pseudonocardiales,Pseudonocardiaceae,Pseudonocardia,Pseudonocardia xishanensis,1,,,,,,,,
,,Actinomycetota,Actinomycetes,Streptosporangiales,Thermomonosporaceae,Actinomadura,Actinomadura craniellae,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus bingmayongensis,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus paranthracis,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus zanthoxyli,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Fermentibacillus,Fermentibacillus polygoni,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Halalkalibacter,Halalkalibacter alkalisediminis,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Halalkalibacter,Halalkalibacter urbisdiaboli,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Lysinibacillus,Lysinibacillus alkaliphilus,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Niallia,Niallia circulans,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Niallia,Niallia nealsonii,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Paraliobacillus,Paraliobacillus zengyii,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Peribacillus,Peribacillus kribbensis,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia aryabhattai,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia flexa,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia megaterium,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Priestia,Priestia qingshengii,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria marthii,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus lacus,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus translucens,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Planococcaceae,Viridibacillus,Viridibacillus arenosi,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Macrococcus,Macrococcus bovicus,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Salinicoccus,Salinicoccus sediminis,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus kloosii,1,,,,,,,,
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus piscifermentans,1,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Catellicoccus,Catellicoccus marimammalium,1,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus canintestini,1,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus canis,1,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus durans,1,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus plantarum,1,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus pseudoavium,1,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus raffinosus,1,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus saigonensis,1,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus hominis,1,,,,,,,,
,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lentilactobacillus,Lentilactobacillus farraginis,1,,,,,,,,
,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium puniceum,1,,,,,,,,
,,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia faecicola,1,,,,,,,,
,,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus mediterraneensis,1,,,,,,,,
,,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcus murdochii,1,,,,,,,,
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,1,,,,,,,,
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides koreensis,1,,,,,,,,
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides kribbi,1,,,,,,,,
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,1,,,,,,,,
,,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas faecihominis,1,,,,,,,,
,,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas paravirosa,1,,,,,,,,
,,Bacteroidota,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas virosa,1,,,,,,,,
,,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gulae,1,,,,,,,,
,,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes finegoldii,1,,,,,,,,
,,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes ihumii,1,,,,,,,,
,,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Flaviaesturariibacter,Flaviaesturariibacter luteus,1,,,,,,,,
,,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Flavisolibacter,Flavisolibacter metallilatus,1,,,,,,,,
,,Bacteroidota,Chitinophagia,Chitinophagales,Chitinophagaceae,Terrimonas,Terrimonas lutea,1,,,,,,,,
,,Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Chryseolinea,Chryseolinea serpens,1,,,,,,,,
,,Bacteroidota,Cytophagia,Cytophagales,Fulvivirgaceae,Chryseolinea,Chryseolinea soli,1,,,,,,,,
,,Bacteroidota,Cytophagia,Cytophagales,Spirosomataceae,Dyadobacter,Dyadobacter endophyticus,1,,,,,,,,
,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium glaciei,1,,,,,,,,
,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium granuli,1,,,,,,,,
,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium terrigena,1,,,,,,,,
,,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium tructae,1,,,,,,,,
,,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter agri,1,,,,,,,,
,,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter alluvionis,1,,,,,,,,
,,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter borealis,1,,,,,,,,
,,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter ginsengisoli,1,,,,,,,,
,,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter ginsenosidimutans,1,,,,,,,,
,,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter helvus,1,,,,,,,,
,,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter humi,1,,,,,,,,
,,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter humicola,1,,,,,,,,
,,Bacteroidota,Sphingobacteriia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,Pedobacter jeongneungensis,1,,,,,,,,
