superkingdom,kingdom,phylum,class,order,family,genus,species,reassigned_read_count,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,best_hit_genus,best_hit_species,blast_validated
,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium beijerinckii,78278.3333333333,4,1,1,1,0,Clostridium,beijerinckii,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,70637.3348484848,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus radiodurans,62685,1,1,1,0,0,Deinococcus,radiodurans,TRUE
,,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,56669,1,1,1,0,0,Neisseria,meningitidis,TRUE
,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,53143,1,1,1,0,0,Acinetobacter,baumannii,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,52601,1,1,1,0,0,Phocaeicola,vulgatus,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,49426,10,0,1,1,0,Bacillus,albus,FALSE
,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,40731,1,1,1,0,0,Helicobacter,pylori,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,40318,1,1,1,0,0,Streptococcus,mutans,TRUE
,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,38644,1,1,1,0,0,Pseudomonas,aeruginosa,TRUE
,,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica,37730,2,1,1,0.5,0,Schaalia,odontolytica,TRUE
