"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",30794,0.135736514065572,30581,0.134851063054139,"1","1280","1"
"2",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",23469,0.10344873185052,23472.4,0.103504677281055,"2","1396","1"
"3",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",21961,0.0968016362081581,21960.3,0.0968369902855415,"3","1520","1"
"4",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",14122,0.0622481993776062,14122.3,0.0622741551596197,"4","1299","1"
"5",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria innocua",13937,0.0614327400315605,13941.5,0.0614771328424982,"5","1642","1"
"6",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",13597,0.0599340579901792,13597.9,0.0599616414907686,"6","487","1"
"7",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",13485,0.0594403744941948,13484.6,0.0594620211185724,"7","470","1"
"8",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",11925,0.0525640686572691,11925.4,0.0525866715822734,"8","287","1"
"9",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",11846,0.0522158454770658,11841.6,0.0522169614679926,"9","1309","1"
"10",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",10833,0.047750654571421,10832.8,0.0477685703004466,"10","821","1"
"11",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",9353,0.0412269798030555,9318.8,0.0410925554857397,"11","1351","1"
"12",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",8720,0.0384367864730722,8720,0.0384520407803295,"12","210","1"
