superkingdom,kingdom,phylum,class,order,family,genus,species,reassigned_read_count,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,best_hit_genus,best_hit_species,blast_validated
,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium beijerinckii,67990,4,1,1,1,0,Clostridium,beijerinckii,TRUE
,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,62791,1,1,1,0,0,Acinetobacter,baumannii,TRUE
,,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus radiodurans,54062,1,1,1,0,0,Deinococcus,radiodurans,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,56893.3777777778,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,51233,1,1,1,0,0,Neisseria,meningitidis,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,43807,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,41110,1,1,1,0,0,Phocaeicola,vulgatus,TRUE
,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,36550,1,1,1,0,0,Helicobacter,pylori,TRUE
,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,33991,2,1,1,0.333333333333333,0,Pseudomonas,aeruginosa,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,33146,1,1,1,0,0,Streptococcus,mutans,TRUE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria seeligeri,31334,5,1,1,1,0,Listeria,innocua,TRUE
,,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica,28628,1,1,1,0,0,Schaalia,odontolytica,TRUE
,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,20722.1333333333,7,1,1,1,1,Escherichia,boydii,TRUE
,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter sphaeroides,19000,2,1,1,1,0,Cereibacter,johrii,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,14722,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,14595,1,1,1,0,0,Porphyromonas,gingivalis,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus capitis,16572.3777777778,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,12665,1,1,1,0,0,Streptococcus,agalactiae,TRUE
,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,12112,4,1,1,1,0,Lactobacillus,gasseri,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,14975.3777777778,7,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,10494,9,0,1,1,0,Enterococcus,canis,FALSE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,9445.94523809524,9,1,1,1,0,Enterococcus,canis,TRUE
,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,5209.03333333333,7,1,1,1,1,Escherichia,boydii,TRUE
,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium saccharoperbutylacetonicum,4550,4,1,1,1,0,Clostridium,beijerinckii,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,3865,11,0,1,1,0,Bacillus,albus,FALSE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria welshimeri,3759,5,1,1,1,0,Listeria,innocua,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,3588.94523809524,9,1,1,1,0,Enterococcus,canis,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,2502,2,1,1,1,0,Streptococcus,pneumoniae,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,2137,1,1,1,0,0,Segatella,copri,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,1792,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus dispar,2324.94523809524,9,1,1,1,0,Enterococcus,canis,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus saccharolyticus,1444.15555555556,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,1001,1,1,1,0,0,Cutibacterium,acnes,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus petrasii,1026.71111111111,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pseudomycoides,445,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii,688.278571428572,9,1,1,1,0,Enterococcus,canis,TRUE
,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium puniceum,309,4,1,1,1,0,Clostridium,beijerinckii,TRUE
,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella boydii,318.033333333333,8,1,1,1,1,Shigella,boydii,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus toyonensis,242,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus chromogenes,239,7,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus luti,290,10,1,1,1,0,Bacillus,albus,TRUE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria innocua,164,5,1,1,1,0,Listeria,innocua,TRUE
,,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,159,1,1,1,0,0,Phascolarctobacterium,faecium,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus villorum,289.528571428571,9,1,1,1,0,Enterococcus,canis,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus arlettae,153,2,1,1,1,0,Staphylococcus,arlettae,TRUE
,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus,138,7,1,1,1,0,Lactobacillus,acidophilus,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus tropicus,100,10,1,1,1,0,Bacillus,albus,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus pallens,73,16,0.666666666666667,1,1,0,Enterococcus,avium,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus ratti,79.9285714285714,9,1,1,1,0,Enterococcus,canis,TRUE
,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus johnsonii,58,7,1,1,1,0,Lactobacillus,gasseri,TRUE
,,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,56,1,1,1,0,0,Faecalibacterium,prausnitzii,TRUE
,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shigella,Shigella flexneri,63.8,7,1,1,1,1,Escherichia,boydii,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,51,2,1,1,1,0,Phocaeicola,dorei,TRUE
