"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",40930,0.0943309257014321,40861.2,0.0941910511437658,"1","1520","1"
"2",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",39620,0.0913117829535974,37439.4,0.0863033114494167,"2","1280","1"
"3",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",29160,0.0672047347533291,27949.7,0.0644281950628821,"3","1396","1"
"4",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",27202,0.0626921534554204,27202,0.0627045617080032,"4","821","1"
"5",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",24465,0.0563842193326542,24205.7,0.0557976062844294,"5","1640","1"
"6",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",23849,0.0549645308344357,23849,0.0549754271435552,"6","1299","1"
"7",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",23227,0.0535310142014944,23143.7,0.0533495328780019,"7","1309","1"
"8",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",22073,0.0508714029564552,22073,0.0508814875509578,"8","487","1"
"9",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",19056,0.0439181558799534,19055.9,0.0439266302286645,"9","287","1"
"10",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",17925,0.0413115524846853,17925,0.0413197410376613,"10","1660","1"
"11",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",16830,0.0387879178977548,16830,0.0387956072145484,"11","470","1"
"12",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",16187,0.0373060027932832,16212.6,0.0373723201835579,"12","888745","1"
"13",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",13640,0.0314359596034091,13634.6,0.0314298178848458,"13","1596","1"
"14",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",13466,0.0310349436964448,13466,0.0310410915807707,"14","1063","1"
"15",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",11100,0.0255820492373784,10555.1,0.0243309365272289,"15","1351","1"
"16",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",10797,0.0248837284338716,10797,0.0248886614478161,"16","210","1"
"17",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",10226,0.0235677509460749,9966.2,0.0229735558354722,"17","562","1"
"18",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",9412,0.0216917340020005,10316.1,0.0237800382388994,"18","1405","1"
"19",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",9039,0.0208320849600597,9039,0.020836214760523,"19","837","1"
"20",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",8264,0.0190459508916842,7339.9,0.0169194624767823,"20","1282","1"
"21",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis",8253,0.0190205993113589,11118.4,0.0256295041035626,"21","29388","1"
"22",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",6294,0.0145057133243297,6676.8,0.0153909248094228,"22","1354","1"
"23",NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",4138,0.00953680358056502,4138,0.0095386941808894,"23","1747","1"
"24",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",2771,0.00638629355286265,3029.2,0.0069827990669755,"24","564","1"
"25",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",2531,0.00583316816394636,2768.4,0.00638158768834552,"25","1643","1"
"26",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thuringiensis",2422,0.00558195704981355,2081.1,0.00479726918450416,"26","1428","1"
"27",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",2414,0.00556351953684967,2414.8,0.00556639475385602,"27","1313","1"
"28",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",2150,0.00495508160904176,2150,0.0049560639170885,"28","537011","1"
"29",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium saccharoperbutylacetonicum",2138,0.00492742533959594,2204.9,0.00508265699676315,"29","36745","1"
"30",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus petrasii",1892,0.00436047181595675,1466.5,0.00338040268934871,"30","1276936","1"
"31",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus dispar",1616,0.00372437761870301,1423.3,0.00328089450737714,"31","44009","1"
"32",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus anthracis",1083,0.00249597831748475,1751.3,0.00403699882875331,"32","1392","1"
"33",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus caprae",1071,0.00246832204803894,1194.3,0.00275306954749863,"33","29380","1"
"34",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium",871,0.00200738422394203,1221.7,0.00281611917348723,"34","1352","1"
"35",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saprophyticus",700,0.00161328238433918,740.2,0.00170633939284217,"35","29385","1"
"36",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saccharolyticus",595,0.0013712900266883,834.5,0.00192366495763425,"36","33028","1"
"37",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",482,0.00111086015607355,502.9,0.00115919114657691,"37","1139996","1"
"38",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus",435,0.00100253976741077,442.9,0.00102103488386651,"38","1281","1"
"39",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus durans",257,0.000592305103964526,266.6,0.000614651062144936,"39","53345","1"
"40",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus pseudomycoides",247,0.000569258212759681,209.9,0.000483946118786342,"41","64104","1"
"41",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus acidophilus",247,0.000569258212759681,230.7,0.000531739042087478,"40","1579","1"
"42",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus pasteuri",219,0.000504726917386114,381.3,0.000879051279884874,"42","45972","1"
"43",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus sanguinis",207,0.000477070647940299,160.7,0.000370332402522309,"43","1305","1"
"44",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria innocua",176,0.000405625285205279,183.7,0.000423405334434863,"44","1642","1"
"45",NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium faecium",144,0.000331875233349773,144,0.000331941025144532,"45","33025","1"
