"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",15927,0.0881015599070694,15893.7,0.0879419146895629,"1","1520","1"
"2",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",15282,0.0845336873547959,14455.4,0.0799835323929979,"2","1280","1"
"3",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",12160,0.0672640778847218,11713.5,0.0648121036137183,"3","1396","1"
"4",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",10683,0.0590939263192831,10683,0.0591102749958502,"4","1299","1"
"5",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",10292,0.0569310764465096,10292,0.0569468264406576,"5","470","1"
"6",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",9955,0.0550669321827636,9954.7,0.0550806995147424,"6","821","1"
"7",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",9728,0.0538112623077774,9728,0.0538261484629261,"7","487","1"
"8",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",9375,0.0518586126783936,9155.2,0.0506567848321545,"8","1640","1"
"9",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",9217,0.0509846221927204,9216.5,0.0509959581748566,"9","287","1"
"10",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",9135,0.0505310321938267,9122.6,0.0504766568157848,"10","1309","1"
"11",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",7810,0.0432016816019471,7809.9,0.0432130653809099,"11","1660","1"
"12",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",6265,0.0346553822325478,6265,0.0346649698445195,"12","210","1"
"13",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",5341,0.0295441973669654,5341.5,0.0295549336163086,"13","1063","1"
"14",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",5020,0.0277685584688572,5024.4,0.0278006109932561,"14","888745","1"
"15",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",4947,0.0273647527381348,4848.3,0.0268260159434623,"15","562","1"
"16",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",4351,0.024067927868127,4293.3,0.0237554282712533,"16","1351","1"
"17",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",4114,0.0227569421396172,3597.9,0.0199073433593622,"17","1282","1"
"18",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",3983,0.0220323044584578,3985.5,0.0220520679823412,"18","1596","1"
"19",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",3981,0.0220212412877531,4245.7,0.0234920624161604,"19","1405","1"
"20",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",3579,0.0197975439761036,3578.5,0.0198003239178554,"20","837","1"
"21",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis",3424,0.0189401482464874,4669.8,0.0258385549390224,"21","29388","1"
"22",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",1789,0.00989600619537559,1698,0.00939500542263274,"22","1354","1"
"23",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",1361,0.00752848766456466,1570.8,0.0086913446770164,"23","1643","1"
"24",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",1150,0.00636132315521628,1246.1,0.00689485392193863,"24","564","1"
"25",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thuringiensis",1031,0.00570306449828521,949.8,0.00525542090911403,"25","1428","1"
"26",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus",930,0.00514437437769665,751.3,0.00415717235444429,"26","1281","1"
