"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",24084,0.132892638595368,23480.1,0.129614946056483,"1","1280","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",17915,0.0988528326040534,17927.5,0.0989632690337491,"2","1396","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",16890,0.0931970048943602,16890,0.0932363768576457,"3","1520","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",10841,0.0598193445861314,10863.2,0.059967010360328,"4","1640","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",10683,0.0589475194367347,10683,0.0589722499765392,"5","1299","1","1","1","1","0","0","Deinococcus","radiodurans"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",10322,0.0569555645067842,10322,0.0569794593520395,"6","470","1","1","1","1","0","0","Acinetobacter","baumannii"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",9953,0.0549194665312947,9953.4,0.0549447028145101,"7","821","1","1","1","1","0","0","Phocaeicola","vulgatus"
NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",9729,0.0536834612562007,9729,0.0537059827115187,"8","487","1","1","1","1","0","0","Neisseria","meningitidis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",9385,0.0517853102980207,9385.1,0.0518076487011129,"9","287","1","1","1","1","0","0","Pseudomonas","aeruginosa"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",9135,0.0504058401249248,9109.6,0.0502868159858047,"10","1309","1","1","1","1","0","0","Streptococcus","mutans"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",7816,0.0431277554916708,7815.9,0.0431452917651523,"11","1660","1","1","1","1","0","0","Schaalia","odontolytica"
