superkingdom,kingdom,phylum,class,order,family,genus,species,reassigned_read_count,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,best_hit_genus,best_hit_species,blast_validated
,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium beijerinckii,47709,4,1,1,1,0,Clostridium,beijerinckii,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,47317.9090909091,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,35555,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,33114,1,1,1,0,0,Phocaeicola,vulgatus,TRUE
,,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus radiodurans,30219,2,1,1,0.5,0,Deinococcus,radiodurans,TRUE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria seeligeri,30085.3333333333,5,1,1,1,0,Listeria,innocua,TRUE
,,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,27444,1,1,1,0,0,Neisseria,meningitidis,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,26155,1,1,1,0,0,Streptococcus,mutans,TRUE
,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,23676,1,1,1,0,0,Acinetobacter,baumannii,TRUE
,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,23189,1,1,1,0,0,Pseudomonas,aeruginosa,TRUE
,,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica,21438,1,1,1,0,0,Schaalia,odontolytica,TRUE
,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter sphaeroides,16912,2,1,1,1,0,Cereibacter,johrii,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,14258.3,1,1,1,0,0,Streptococcus,agalactiae,TRUE
,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,13751,1,1,1,0,0,Helicobacter,pylori,TRUE
,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,12728.3333333333,7,1,1,1,1,Escherichia,boydii,TRUE
,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,11855.25,7,1,1,1,0,Lactobacillus,gasseri,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,11726,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,11607,1,1,1,0,0,Porphyromonas,gingivalis,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,11254,9,0,1,1,0,Enterococcus,canis,FALSE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,10896.9090909091,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus capitis,10878.9090909091,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,7698.29444444445,9,1,1,1,0,Enterococcus,canis,TRUE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria welshimeri,3449.33333333333,5,1,1,1,0,Listeria,innocua,TRUE
,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,3422.33333333333,7,1,1,1,1,Escherichia,boydii,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,3030,10,0,1,1,0,Bacillus,albus,FALSE
