"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",106942,0.125319033746681,106658.2,0.12503468102945,"1","1280","1"
"2",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",83265,0.0975733513953112,83265,0.0976109819035502,"2","1520","1"
"3",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",72911,0.0854401083718674,72944.2,0.0855119836727686,"3","1396","1"
"4",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",62687,0.0734592046948643,62687,0.0734875367660415,"4","1299","1"
"5",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",56669,0.0664070647957832,56669,0.0664326718663053,"5","487","1"
"6",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",53189,0.0623290576756766,53189,0.062353095343973,"6","470","1"
"7",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",52566,0.0615990006538873,52566,0.0616227447825446,"7","821","1"
"8",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",41449,0.0485716428509488,41481.1,0.0486279959010805,"8","1640","1"
"9",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",40731,0.0477302609221452,40731,0.0477486697293603,"9","210","1"
"10",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",40318,0.0472462905369142,40270.9,0.0472092946558637,"10","1309","1"
"11",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",38505,0.0451217425746287,38504.2,0.0451381696970339,"11","287","1"
"12",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",37762,0.0442510646176634,37762,0.0442681313195202,"12","1660","1"
"13",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",33382,0.039118400483736,33300.2,0.0390376372711874,"13","1351","1"
"14",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",32059,0.0375680546734196,32059.9,0.0375835989762265,"14","562","1"
"15",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",23098,0.0270671863391449,23098,0.0270776256035681,"15","1063","1"
"16",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",21773,0.0255144968465755,21812.2,0.0255702723450596,"16","888745","1"
"17",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",20990,0.0245969452445515,20992.4,0.0246092355671501,"17","1596","1"
"18",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",18120,0.02123376121159,18120,0.0212419507171857,"18","837","1"
"19",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",3811,0.00446588653296741,3812.6,0.00446945139548054,"19","1313","1"
"20",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",2635,0.0030878013682417,2635,0.00308899391545135,"20","537011","1"
"21",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",2226,0.00260851834751652,2223.3,0.00260631432524218,"21","1354","1"
