"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",14586,0.134072358261637,14272.8,0.131263604904358,"1","1280","1","11","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",10347,0.0951080961835429,10376.5,0.0954301751331003,"2","1396","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",10205,0.093802853150967,10205,0.0938528740818936,"3","1520","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",6344,0.0583131112581807,6344,0.0583442161605386,"4","1299","1","1","1","1","0","0","Deinococcus","radiodurans"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria innocua",6335,0.058230384587102,6357.9,0.0584724416299136,"5","1642","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",6239,0.0573479667622619,6239,0.0573785524264652,"6","821","1","1","1","1","0","0","Phocaeicola","vulgatus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",5689,0.0522924479741157,5640.6,0.0518753231924958,"7","1309","1","1","1","1","0","0","Streptococcus","mutans"
NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",5390,0.0495440841238326,5390,0.0495705115235345,"8","487","1","2","1","1","1","0","Neisseria","meningitidis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",5329,0.0489833811309655,5329,0.0490095046616158,"9","287","1","2","1","1","1","0","Pseudomonas","aeruginosa"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",5225,0.0480274284873888,5225,0.048053046885059,"10","470","1","1","1","1","0","0","Acinetobacter","baumannii"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",4975,0.0457294654018678,4975,0.0457538529905927,"11","1660","1","1","1","1","0","0","Schaalia","odontolytica"
