superkingdom,kingdom,phylum,class,order,family,genus,species,reassigned_read_count,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,best_hit_genus,best_hit_species,blast_validated
,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,18021,1,1,1,0,0,Acinetobacter,baumannii,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,18430.4333333333,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium beijerinckii,16501,4,1,1,1,0,Clostridium,beijerinckii,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,12970,10,0,1,1,0,Bacillus,albus,FALSE
,,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus radiodurans,11641,1,1,1,0,0,Deinococcus,radiodurans,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,10665,1,1,1,0,0,Phocaeicola,vulgatus,TRUE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria seeligeri,10114,5,1,1,1,0,Listeria,innocua,TRUE
,,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,10001,2,1,1,1,0,Neisseria,meningitidis,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,9443,1,1,1,0,0,Streptococcus,mutans,TRUE
,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,9359,2,1,1,1,0,Pseudomonas,aeruginosa,TRUE
,,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica,7714,1,1,1,0,0,Schaalia,odontolytica,TRUE
,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,6960,1,1,1,0,0,Helicobacter,pylori,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,6119.42857142857,9,1,1,0.5,0,Streptococcus,agalactiae,TRUE
,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter sphaeroides,5516,2,1,1,1,0,Cereibacter,johrii,TRUE
,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,5406,8,1,1,1,1,Shigella,coli,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,4719,10,0.2,1,1,0,Enterococcus,canis,FALSE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,5043.43333333333,7,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,4347.33333333333,4,1,1,1,0,Lactobacillus,gasseri,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus mycoides,4000,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,3864,1,1,1,0,0,Porphyromonas,gingivalis,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus capitis,3857.43333333333,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,2200.9,9,1,1,1,0,Enterococcus,canis,TRUE
,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,1324,8,1,1,1,1,Shigella,coli,TRUE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria welshimeri,1257,5,1,1,1,0,Listeria,innocua,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus thuringiensis,1069,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,965.428571428571,2,1,1,1,0,Streptococcus,pneumoniae,TRUE
,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium saccharoperbutylacetonicum,958,4,1,1,1,0,Clostridium,beijerinckii,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,859,1,1,1,0,0,Segatella,copri,TRUE
,,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,797,1,1,1,0,0,Cutibacterium,acnes,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecium,700.9,9,1,1,1,0,Enterococcus,canis,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus anthracis,405,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus dispar,447.9,9,1,1,1,0,Enterococcus,canis,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus carnosus,260,11,0.75,1,1,0,Staphylococcus,carnosus,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus petrasii,351.1,9,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pseudomycoides,121,10,0,1,1,0,Bacillus,albus,FALSE
