"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",38634,0.0899756161748369,36679.1,0.0854447258275933,"1","1280","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",38412,0.0894585952401469,38350.4,0.0893380257413411,"2","1520","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",27575,0.0642200552886351,26386.8,0.061468655975204,"3","1396","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",27016,0.0629181872593931,27016,0.0629343063788568,"4","821","1","1","1","1","0","0","Phocaeicola","vulgatus"
NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",24626,0.0573520609805232,24625.6,0.0573657154941239,"5","487","1","1","1","1","0","0","Neisseria","meningitidis"
NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",23380,0.0544502227614973,23380,0.0544641754780758,"6","1299","1","1","1","1","0","0","Deinococcus","radiodurans"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",21745,0.0506424334451993,21693.9,0.0505363790704852,"7","1309","1","1","1","1","0","0","Streptococcus","mutans"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",20658,0.0481108940037216,20436.3,0.0476066983885157,"8","1640","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",20622,0.0480270527710692,20622.4,0.0480404012670698,"9","470","1","1","1","1","0","0","Acinetobacter","baumannii"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",18839,0.0438745828316445,18838.9,0.0438855566788829,"10","287","1","7","1","1","0.333333333333333","0.333333333333333","Pseudomonas","aeruginosa"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",18142,0.0422513234105682,18141.9,0.042261805760267,"11","1660","1","1","1","1","0","0","Schaalia","odontolytica"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",18019,0.0419648658656724,18038.6,0.0420213685411661,"12","888745","1","1","1","1","0","0","Streptococcus","agalactiae"
NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",14965,0.0348523346289909,14965,0.0348612654418051,"13","210","1","1","1","1","0","0","Helicobacter","pylori"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",12790,0.0297869268229064,12786.8,0.0297870650269498,"14","1596","1","4","1","1","1","0","Lactobacillus","gasseri"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",11919,0.0277584347773433,11555.4,0.0269185480446796,"15","562","1","7","1","1","1","1","Escherichia","boydii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",10628,0.0247517950175019,9994.8,0.0232831513655974,"16","1351","1","9","0","1","1","0","Enterococcus","canis"
NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",10352,0.0241090122338332,10352,0.0241151876070179,"17","1063","1","2","1","1","1","0","Cereibacter","johrii"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",9234,0.0215052761753493,9234,0.0215107868419398,"18","837","1","1","1","1","0","0","Porphyromonas","gingivalis"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",8911,0.0207530340046066,9789.2,0.0228041166123132,"19","1405","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",8079,0.0188153699610837,7256.6,0.0169043133176653,"20","1282","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis",7865,0.0183169804114276,10441.7,0.0243241057085327,"21","29388","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",6374,0.0148445560257393,6819,0.0158850295681159,"22","1354","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",4442,0.0103450765400586,4442.1,0.0103480717608616,"23","1747","1","1","1","1","0","0","Cutibacterium","acnes"
