"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",4309,0.129279049533467,4309,0.129282813352115,"1","1520","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",3581,0.107437520626444,3564.1,0.106933387708661,"2","1280","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",2456,0.0736851579610573,2460.5,0.073822569918551,"3","1396","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",2200,0.0660046203234226,2200,0.0660065860687958,"4","821","1","1","1","1","0","0","Phocaeicola","vulgatus"
NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",2088,0.0626443851069575,2088,0.0626462646264627,"5","1299","1","1","1","1","0","0","Deinococcus","radiodurans"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",2041,0.061234286400048,2041,0.0612361236123612,"6","470","1","1","1","1","0","0","Acinetobacter","baumannii"
NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",1908,0.0572440070804956,1908,0.0572457245724572,"7","487","1","1","1","1","0","0","Neisseria","meningitidis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",1652,0.049563469442861,1643,0.049294519075435,"8","1309","1","1","1","1","0","0","Streptococcus","mutans"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",1530,0.0459032132249257,1530,0.0459045726333006,"9","1660","1","1","1","1","0","0","Schaalia","odontolytica"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",1530,0.0459032132249257,1530,0.0459045904590459,"10","287","1","2","1","1","1","0","Pseudomonas","aeruginosa"
