"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",73245,0.141288056341614,72649.4,0.140255141982725,"1","1280","1"
"2",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",52420,0.101117071655778,52478.6,0.101314032903094,"2","1396","1"
"3",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",50821,0.0980326344642936,50821,0.0981138234291846,"3","1520","1"
"4",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",33777,0.0651551188347425,33756.2,0.0651688529790032,"4","1640","1"
"5",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",33114,0.0638762058529077,33114,0.0639290888453664,"5","821","1"
"6",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",30221,0.0582956700211609,30221,0.0583439515039191,"6","1299","1"
"7",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",27445,0.0529408247156203,27445,0.0529846698128864,"7","487","1"
"8",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",26159,0.0504601579062092,26090.2,0.0503691275716773,"8","1309","1"
"9",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",23720,0.0457553784752965,23720,0.0457932733156217,"9","470","1"
"10",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",23138,0.0446327127808352,23137.9,0.0446694406309465,"10","287","1"
"11",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",22851,0.0440790958490304,22847,0.044107823685046,"11","1351","1"
"12",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",21458,0.0413920283019778,21458,0.0414262374393266,"12","1660","1"
"13",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",16924,0.0326460381667757,16924,0.0326730758570252,"13","1063","1"
"14",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",16342,0.0315233724723143,16342,0.0315494309201717,"14","562","1"
"15",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",14559,0.0280840031712412,14621.4,0.0282276575241212,"15","888745","1"
"16",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",13751,0.0265253882552193,13751,0.0265473570408124,"16","210","1"
"17",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",12326,0.0237765933847599,12330.1,0.0238042196485892,"17","1596","1"
"18",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",11607,0.0223896575869632,11607,0.0224082008793065,"18","837","1"
"19",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",2792,0.00538570896724401,2792,0.00539018384598081,"19","537011","1"
"20",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",2397,0.00462376231894122,2398.4,0.00463037100122562,"20","1313","1"
"21",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",1544,0.00297834335437849,2065,0.00398657991923846,"21","1282","1"
"22",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",1484,0.00286260462299073,1498.7,0.00289341413166622,"22","1354","1"
"23",NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",1447,0.00279123240530161,1447,0.00279361510167659,"23","1747","1"
"24",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus kloosii",760,0.00146602393091169,758.3,0.00146392609994468,"24","29384","1"
"25",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus chromogenes",290,0.000559403868374199,260.4,0.000502644562988664,"25","46126","1"
"26",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus manliponensis",289,0.000557474889517736,282.8,0.000545961138276306,"26","574376","1"
"27",NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium faecium",223,0.000430162284991194,223,0.000430518552839878,"27","33025","1"
"28",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",207,0.00039929862328779,212,0.000409230501072805,"28","1139996","1"
"29",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus agnetis",150,0.000289346828469413,175.4,0.000338601752423011,"29","985762","1"
"30",NA,NA,"Bacillota","Bacilli","Bacillales","Planococcaceae","Viridibacillus","Viridibacillus arvi",91,0.000175537075938111,93.9,0.000181279079538245,"30","263475","1"
"31",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus phoeniculicola",87,0.00016782116051226,60.1,0.000116018766446425,"31","154621","1"
"32",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cytotoxicus",83,0.000160105245086409,80.4,0.000155189425950059,"32","580165","1"
"33",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",77,0.000148531371947632,69.2,0.000133662802927944,"33","1643","1"
"34",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Metapseudomonas","Metapseudomonas resinovorans",75,0.000144673414234707,75.1,0.000144907630706897,"34","53412","1"
"35",NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium prausnitzii",69,0.00013309954109593,69,0.000133209776439245,"35","853","1"
"36",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola massiliensis",67,0.000129241583383005,67,0.000129325281843363,"36","204516","1"
"37",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus",63,0.000121525667957154,68.1,0.00013143302429057,"37","1281","1"
"38",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis",56,0.000108022815961914,56,0.000108112282327503,"38","28117","1"
"39",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides caccae",52,0.000100306900536063,52,0.000100389976446967,"39","47678","1"
"40",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides merdae",47,9.06620062537495e-05,47,9.07370940962972e-05,"40","46503","1"
"41",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus massiliensis",45,8.68040485408239e-05,43.9,8.46673071268578e-05,"41","1640685","1"
"42",NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Ruminococcus","Ruminococcus callidus",42,8.10171119714357e-05,42,8.10842117456272e-05,"42","40519","1"
"43",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus dispar",39,7.52301754020474e-05,41.4,7.99284764056747e-05,"43","44009","1"
"44",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Melissococcus","Melissococcus plutonius",39,7.52301754020474e-05,41.5,8.00488168717543e-05,"44","940190","1"
"45",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides xylanisolvens",37,7.13722176891219e-05,34,6.56891349565912e-05,"45","657309","1"
"46",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus moraviensis",34,6.55852811197336e-05,56.8,0.000109560235761472,"46","155617","1"
"47",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria monocytogenes",33,6.36563022632709e-05,32.9,6.35129929285629e-05,"47","1639","1"
"48",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saprophyticus",33,6.36563022632709e-05,24.2,4.66951376585066e-05,"48","29385","1"
"49",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Tannerellaceae","Parabacteroides","Parabacteroides distasonis",33,6.36563022632709e-05,33,6.37090235144214e-05,"49","823","1"
"50",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria grayi",32,6.17273234068081e-05,36.1,6.96377862449814e-05,"50","1641","1"
"51",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Barnesiellaceae","Barnesiella","Barnesiella intestinihominis",29,5.59403868374199e-05,29,5.59867176338855e-05,"51","487174","1"
"52",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia luti",27,5.20824291244944e-05,26.9,5.20076335543799e-05,"52","89014","1"
"53",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus devriesei",26,5.01534502680316e-05,26.6,5.13636724542837e-05,"53","586733","1"
"54",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola dorei",26,5.01534502680316e-05,26,5.02153748589119e-05,"55","357276","1"
"55",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",26,5.01534502680316e-05,23.1,4.46872190942347e-05,"54","564","1"
"56",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium",25,4.82244714115689e-05,38,7.34115730595164e-05,"57","1352","1"
"57",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides stercoris",25,4.82244714115689e-05,25,4.82644117533496e-05,"56","449673","1"
"58",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus dysgalactiae",24,4.62954925551061e-05,23.2,4.47805138674734e-05,"58","1334","1"
"59",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Mammaliicoccus","Mammaliicoccus sciuri",23,4.43665136986434e-05,23.4,4.51041154870568e-05,"60","1296","1"
"60",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Shigella","Shigella dysenteriae",23,4.43665136986434e-05,23.8,4.58630215192357e-05,"59","622","1"
"61",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus helveticus",19,3.66505982727923e-05,18.1,3.49989648109539e-05,"61","1587","1"
"62",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides faecichinchillae",19,3.66505982727923e-05,10.2,1.96465850478922e-05,"64","1236513","1"
"63",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides faecis",19,3.66505982727923e-05,10.2,1.96465850478922e-05,"62","1077285","1"
"64",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Paraprevotella","Paraprevotella clara",19,3.66505982727923e-05,19,3.66809529325457e-05,"63","454154","1"
"65",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Mediterraneibacter","Mediterraneibacter faecis",18,3.47216194163296e-05,18,3.47503764624117e-05,"66","1298596","1"
"66",NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella massiliensis",18,3.47216194163296e-05,9,1.73751882312058e-05,"67","1816689","1"
"67",NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Sutterellaceae","Sutterella","Sutterella stercoricanis",18,3.47216194163296e-05,9,1.73751882312058e-05,"65","234908","1"
"68",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Lottiidibacillus","Lottiidibacillus patelloidae",17,3.27926405598668e-05,15.2,2.94158617574467e-05,"70","2670334","1"
"69",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Sarcina","Sarcina ventriculi",17,3.27926405598668e-05,17,3.28197999922777e-05,"68","1267","1"
"70",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Blautia","Blautia faecis",17,3.27926405598668e-05,17,3.28197999922777e-05,"69","871665","1"
"71",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus auricularis",16,3.08636617034041e-05,17,3.27672686845069e-05,"71","29379","1"
"72",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus wangshanyuanii",16,3.08636617034041e-05,19,3.66852203115393e-05,"73","2005703","1"
"73",NA,NA,"Pseudomonadota","Betaproteobacteria","Burkholderiales","Sphaerotilaceae","Piscinibacter","Piscinibacter aquaticus",16,3.08636617034041e-05,15.9,3.07137945365821e-05,"72","392597","1"
"74",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Heyndrickxia","Heyndrickxia acidicola",14,2.70057039904786e-05,14.5,2.79915731317826e-05,"74","209389","1"
"75",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Dorea","Dorea longicatena",14,2.70057039904786e-05,14,2.70280705818757e-05,"75","88431","1"
"76",NA,NA,"Bacillota","Clostridia","Lachnospirales","Lachnospiraceae","Roseburia","Roseburia faecis",14,2.70057039904786e-05,13.9,2.67535054242206e-05,"76","301302","1"
"77",NA,NA,"Actinomycetota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter","Solirubrobacter ginsenosidimutans",13,2.50767251340158e-05,6.5,1.25487470558709e-05,"79","490573","1"
