superkingdom,kingdom,phylum,class,order,family,genus,species,reassigned_read_count,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,best_hit_genus,best_hit_species,blast_validated
,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,22840,1,1,1,0,0,Acinetobacter,baumannii,TRUE
,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium beijerinckii,18631,4,1,1,1,0,Clostridium,beijerinckii,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,18655.45,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,13154,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,11849,1,1,1,0,0,Phocaeicola,vulgatus,TRUE
,,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,11475,2,1,1,1,0,Neisseria,meningitidis,TRUE
,,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus radiodurans,10974,1,1,1,0,0,Deinococcus,radiodurans,TRUE
,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,10597,2,1,1,0.666666666666667,0,Pseudomonas,aeruginosa,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,9822,1,1,1,0,0,Streptococcus,mutans,TRUE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria seeligeri,9347,5,1,1,1,0,Listeria,innocua,TRUE
,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,8665,1,1,1,0,0,Helicobacter,pylori,TRUE
,,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica,8078,1,1,1,0,0,Schaalia,odontolytica,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,7271.42857142857,9,1,1,0.5,0,Streptococcus,agalactiae,TRUE
