"superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions","uniqueness_score","species_percentage_hit","genus_percentage_hit","species_contaminant_score","genus_contaminant_score","best_hit_genus","best_hit_species"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",22833,0.107143862678667,22833,0.107173534462874,"1","470","1","1","1","1","0","0","Acinetobacter","baumannii"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",18631,0.0874259758054677,18595.8,0.0872851844728167,"2","1520","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",18261,0.0856897506405263,17442.4,0.0818713660948873,"3","1280","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",13154,0.0617251508638893,12635.5,0.0593084682226684,"4","1396","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",11849,0.0556014377821366,11849,0.0556167871023281,"5","821","1","1","1","1","0","0","Phocaeicola","vulgatus"
NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",11475,0.053846442615412,11475,0.0538613541393084,"6","487","1","2","1","1","1","0","Neisseria","meningitidis"
NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",10974,0.0514954998920725,10974,0.051509760757016,"7","1299","1","1","1","1","0","0","Deinococcus","radiodurans"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",10494,0.0492430996780945,10493.9,0.0492562157843959,"8","287","1","2","1","1","0.666666666666667","0","Pseudomonas","aeruginosa"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",9822,0.0460897393785252,9811.2,0.0460516334563378,"9","1309","1","1","1","1","0","0","Streptococcus","mutans"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",9347,0.0438608016667762,9197.9,0.0431731919403312,"10","1640","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",8665,0.0406605163627491,8665,0.0406717766483126,"11","210","1","1","1","1","0","0","Helicobacter","pylori"
NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",8078,0.0379060186010718,8078,0.0379165150544663,"12","1660","1","1","1","1","0","0","Schaalia","odontolytica"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",7215,0.0338563907163571,7221,0.0338938955296318,"13","888745","1","9","1","1","0.5","0","Streptococcus","agalactiae"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",6774,0.0317869980197648,6597.1,0.030965274360163,"14","562","1","7","1","1","1","1","Escherichia","boydii"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",5189,0.0243493848131916,5189,0.0243560233963647,"15","1596","1","4","1","1","1","0","Lactobacillus","gasseri"
NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",4623,0.0216934295608758,4623,0.0216994365893967,"16","1063","1","2","1","1","1","0","Cereibacter","johrii"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",4610,0.0216324270550806,4415.3,0.0207243970916224,"17","1282","1","7","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",4424,0.0207596219721641,4293.6,0.0201531084311038,"18","1351","1","10","0.2","1","1","0","Enterococcus","canis"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",4405,0.0206704644636941,4405,0.0206761888054431,"19","837","1","1","1","1","0","0","Porphyromonas","gingivalis"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",4161,0.019525494354922,4540.1,0.0213102602516218,"20","1405","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis",3319,0.0155744089795689,4245.2,0.0199260167838307,"21","29388","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",2280,0.0106989010163956,2344.3,0.0110035800436957,"22","1354","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia fergusonii",1685,0.00790686325115201,1860.9,0.00873466867508783,"23","564","1","8","1","1","1","1","Shigella","boydii"
NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",1172,0.005499610522463,1314.7,0.00617117111761517,"24","1643","1","5","1","1","1","0","Listeria","innocua"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus thuringiensis",1099,0.00515705798992051,1147.5,0.00538627469008929,"25","1428","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",1010,0.00473942545024542,1010.3,0.00474202370055189,"26","1313","1","2","1","1","1","0","Streptococcus","pneumoniae"
NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium saccharoperbutylacetonicum",1001,0.00469719294623333,1034.2,0.00485417145011501,"27","36745","1","4","1","1","1","0","Clostridium","beijerinckii"
NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",834,0.00391354537178681,834,0.00391462837421221,"28","1747","1","1","1","1","0","0","Cutibacterium","acnes"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus caprae",747,0.00350529783300329,662.9,0.00311164376691857,"29","29380","1","6","0","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",536,0.00251518023894212,536,0.00251587677836346,"30","537011","1","1","1","1","0","0","Segatella","copri"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecium",526,0.00246825523448425,521.5,0.00244771448476862,"31","1352","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus petrasii",400,0.00187700017831502,434.4,0.00203888976508643,"32","1276936","1","6","1","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus anthracis",395,0.00185353767608608,490.7,0.00230302721166676,"33","1392","1","10","0","1","1","0","Bacillus","albus"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus carnosus",297,0.0013936726323989,296.4,0.00139111966237081,"34","1281","1","10","0.5","1","1","0","Staphylococcus","aureus"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus dispar",251,0.00117781761189267,278.7,0.00130806807760165,"35","44009","1","9","1","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",198,0.000929115088265933,215.1,0.00100944717918441,"36","1139996","1","19","0.428571428571429","1","1","0","Enterococcus","canis"
NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus saccharolyticus",181,0.000849342580687545,211,0.000990572519778699,"37","33028","1","6","1","1","1","0","Staphylococcus","aureus"
