"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",40799,0.0931796744569525,40676.3,0.0929326592788069,"1","1520","1"
"2",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",37849,0.0864422534503589,35734.4,0.0816419482898679,"2","1280","1"
"3",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",31093,0.0710124174094959,29571.2,0.0675610103917908,"3","1396","1"
"4",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",27415,0.0626123379307667,27415,0.0626347967236177,"4","470","1"
"5",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",27381,0.0625346862988263,27381,0.0625571172686063,"5","1299","1"
"6",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",25318,0.0578230593372662,24922.4,0.0569399938717731,"6","1640","1"
"7",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",25059,0.0572315366116025,25059,0.0572520165388657,"7","821","1"
"8",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",24125,0.0550984006047692,24125,0.0551181573859462,"8","487","1"
"9",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",20799,0.0475022439037759,20794.3,0.0475084550904751,"9","1309","1"
"10",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",20689,0.0472510180357335,20688.2,0.047266110583366,"10","287","1"
"11",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",16089,0.0367452090085029,16089,0.0367583872283174,"11","1660","1"
"12",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",14372,0.0328238015955126,14372,0.0328355734049131,"12","1063","1"
"13",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",13516,0.0308688075678367,13516,0.0308798800696147,"13","210","1"
"14",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",10640,0.0243003930542899,10435.4,0.0238416378896431,"14","562","1"
"15",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",10317,0.0235627025508561,11490,0.0262510513249465,"15","1405","1"
"16",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",9228,0.0210755664572356,9228,0.0210831261736752,"16","837","1"
"17",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",9203,0.0210184696690442,9203.5,0.0210270869930822,"17","888745","1"
"18",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis",9024,0.0206096566655932,12242.2,0.0279696110150966,"18","29388","1"
"19",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",8848,0.0202076952767253,7477.2,0.0170830995687002,"19","1282","1"
"20",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",8271,0.0188899014052662,7805.9,0.0178340869216105,"20","1351","1"
"21",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",7308,0.0166905331241307,7308.3,0.0166971983307783,"21","1596","1"
"22",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",5523,0.0126138224472597,5703.6,0.0130310730315443,"22","1354","1"
"23",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",3148,0.00718962756906998,3535.1,0.00807652939173397,"23","1643","1"
"24",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium saccharoperbutylacetonicum",2750,0.00628064670106177,2862.1,0.00653907016855452,"24","36745","1"
