"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",20438,0.0903512727337029,20372.6,0.0900793188749798,"1","1520","1"
"2",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",17879,0.0790385754577686,16763.5,0.0741215121806054,"2","1280","1"
"3",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",15521,0.0686144487767787,14688.3,0.0649457188166481,"3","1396","1"
"4",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",14123,0.0624342413552249,14122.7,0.0624449757487965,"4","1299","1"
"5",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",13599,0.0601177687594494,13598.6,0.0601272471685516,"5","487","1"
"6",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",13441,0.0594192903813338,13440.5,0.0594284677645069,"6","470","1"
"7",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",12037,0.0532125584644085,11777.2,0.0520740870384946,"7","1640","1"
"8",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",11846,0.0523681953617499,11843.8,0.052368644439025,"8","1309","1"
"9",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",11795,0.0521427371510924,11795.3,0.0521540015639891,"9","287","1"
"10",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",10834,0.0478943971424277,10833.3,0.0479003363913245,"10","821","1"
"11",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",8720,0.0385489332732111,8720,0.0385562625186259,"11","210","1"
"12",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",8663,0.0382969505671821,8663,0.038304228533626,"12","1660","1"
"13",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",6868,0.0303617057018824,6868,0.0303674776804282,"13","1063","1"
"14",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",5452,0.0241019247942141,5363.8,0.0237163029533786,"14","562","1"
"15",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",5309,0.0234697576545273,5923.8,0.0261925719958011,"15","1405","1"
"16",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus capitis",4864,0.0215025242478095,6464.4,0.0285829006625424,"16","29388","1"
"17",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",4710,0.0208217288666083,4709.1,0.0208218031739693,"17","1596","1"
"18",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",4700,0.0207775213743225,4607.8,0.0203739214206279,"18","1351","1"
"19",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",4672,0.0206537403959223,4671.6,0.0206559300847598,"19","888745","1"
