"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",2065,0.0927797996136047,2064.2,0.0927422990002417,"1","1520","1"
"2",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",1959,0.0880172529990565,1853.9,0.083295741250299,"2","1280","1"
"3",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",1438,0.0646088870917015,1370.1,0.0615601350104667,"3","1396","1"
"4",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",1378,0.061913105989127,1378,0.061913105989127,"4","1299","1"
"5",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",1217,0.0546794266972189,1217,0.0546793804541675,"5","821","1"
"6",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",1175,0.0527923799254167,1168.4,0.0524950671238146,"6","1640","1"
"7",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",1171,0.0526126611852451,1165.4,0.052362988171239,"7","1309","1"
"8",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",1122,0.0504111066181426,1122,0.0504110858113063,"8","287","1"
"9",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",1120,0.0503212472480568,1120,0.0503212472480568,"9","487","1"
"10",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",1040,0.0467268724446242,1040,0.0467267697835977,"10","1660","1"
"11",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",974,0.0437615132317922,974,0.0437615097774891,"11","470","1"
"12",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",924,0.0415150289796469,923.9,0.0415087039219973,"12","888745","1"
"13",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",741,0.0332928966167947,741,0.0332928966167947,"13","210","1"
"14",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",738,0.033158107561666,735.8,0.0330583128834135,"14","1351","1"
"15",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",658,0.0295637327582334,658,0.0295637325859394,"15","1063","1"
"16",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",614,0.0275868266163454,614.4,0.027606567085191,"16","1596","1"
"17",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",580,0.0260592173248866,559,0.0251137579595424,"17","562","1"
"18",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus mycoides",482,0.0216561081906816,542.2,0.0243622234818997,"18","1405","1"
"19",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",462,0.0207575144898234,460.4,0.0206868178660891,"19","1282","1"
"20",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",447,0.0200835692141798,447,0.0200835692141798,"20","837","1"
