"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",3066,0.0932368325021287,3063.3,0.0931633490543038,"1","1520","1"
"2",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",2956,0.0898917406641528,2813.4,0.0855632766149692,"2","1280","1"
"3",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",2005,0.060971901228561,1920.5,0.0584078114221107,"3","1396","1"
"4",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",1953,0.0593905850869724,1953,0.0593960037711748,"4","821","1"
"5",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",1829,0.0556197542877995,1829,0.0556248289285606,"5","487","1"
"6",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",1811,0.0550723756234035,1811,0.0550774003223746,"6","1299","1"
"7",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",1660,0.0504804768276365,1660,0.0504850809691177,"7","470","1"
"8",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",1603,0.048747111057049,1603,0.0487514344713332,"8","287","1"
"9",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",1586,0.0482301423184527,1580.8,0.048075083067214,"9","1309","1"
"10",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",1573,0.0478348132830556,1573,0.0478391776405827,"10","1660","1"
"11",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",1451,0.0441248023354823,1452.9,0.0441865897527534,"11","888745","1"
"12",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria seeligeri",1440,0.0437902931516847,1431.2,0.0435272070843966,"12","1640","1"
"13",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",1228,0.0373433888821311,1228,0.0373467960220188,"13","210","1"
"14",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",1049,0.0319000121639703,1023.8,0.031135356012258,"14","562","1"
"15",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",1006,0.0305923853545797,1005,0.030565138429014,"15","1596","1"
"16",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",901,0.0273993431456027,883.1,0.026856045325294,"16","1351","1"
