superkingdom,kingdom,phylum,class,order,family,genus,species,reassigned_read_count,uniqueness_score,species_percentage_hit,genus_percentage_hit,species_contaminant_score,genus_contaminant_score,best_hit_genus,best_hit_species,blast_validated
,,Bacillota,Clostridia,Eubacteriales,Clostridiaceae,Clostridium,Clostridium beijerinckii,39484,4,1,1,1,0,Clostridium,beijerinckii,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus aureus,38839,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cereus,28145,10,0,1,1,0,Bacillus,albus,FALSE
,,Pseudomonadota,Gammaproteobacteria,Moraxellales,Moraxellaceae,Acinetobacter,Acinetobacter baumannii,27220,11,0.5,1,0.5,0,Acinetobacter,baumannii,FALSE
,,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Neisseria,Neisseria meningitidis,23884,1,1,1,0,0,Neisseria,meningitidis,TRUE
,,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus radiodurans,23719,1,1,1,0,0,Deinococcus,radiodurans,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus mutans,17640,1,1,1,0,0,Streptococcus,mutans,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola vulgatus,17047,1,1,1,0,0,Phocaeicola,vulgatus,TRUE
,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,16778,1,1,1,0,0,Pseudomonas,aeruginosa,TRUE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria seeligeri,16073.5,5,1,1,1,0,Listeria,innocua,TRUE
,,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,Helicobacter pylori,15928,1,1,1,0,0,Helicobacter,pylori,TRUE
,,Actinomycetota,Actinomycetes,Actinomycetales,Actinomycetaceae,Schaalia,Schaalia odontolytica,12600,1,1,1,0,0,Schaalia,odontolytica,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus faecalis,11261,14,0.2,1,1,0.2,Enterococcus,canis,FALSE
,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli,10771,14,0.5,1,1,1,Escherichia,fergusonii,FALSE
,,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Cereibacter,Cereibacter sphaeroides,9796,2,1,1,1,0,Cereibacter,johrii,TRUE
,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus gasseri,8061,7,1,1,1,0,Lactobacillus,gasseri,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonas gingivalis,7524,1,1,1,0,0,Porphyromonas,gingivalis,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus agalactiae,5310,9,1,1,1,0,Streptococcus,agalactiae,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus hirae,1063,11,1,1,1,0,Enterococcus,canis,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus pneumoniae,1049,2,1,1,1,0,Streptococcus,pneumoniae,TRUE
,,Actinomycetota,Actinomycetes,Propionibacteriales,Propionibacteriaceae,Cutibacterium,Cutibacterium acnes,627,1,1,1,0,0,Cutibacterium,acnes,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatella copri,394,1,1,1,0,0,Segatella,copri,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus epidermidis,358,6,1,1,1,0,Staphylococcus,aureus,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus arlettae,156,2,1,1,1,0,Staphylococcus,arlettae,TRUE
,,Bacillota,Negativicutes,Acidaminococcales,Acidaminococcaceae,Phascolarctobacterium,Phascolarctobacterium faecium,97,1,1,1,0,0,Phascolarctobacterium,faecium,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus mundtii,66,10,0.666666666666667,1,1,0,Enterococcus,canis,TRUE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria innocua,82.5,6,1,1,1,0,Listeria,innocua,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus pseudomycoides,48,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacillota,Bacilli,Bacillales,Planococcaceae,Viridibacillus,Viridibacillus arvi,46,10,0,0,1,1,Bacillus,albus,FALSE
,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas indica,34,1,1,1,0,0,Pseudomonas,indica,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus saccharolyticus,41,11,1,1,1,0,Enterococcus,gallinarum,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola dorei,32,1,1,1,0,0,Phocaeicola,dorei,TRUE
,,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia fergusonii,30,9,1,1,1,1,Cronobacter,[Pantoea] beijingensis,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes putredinis,22,1,1,1,0,0,Alistipes,putredinis,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus cytotoxicus,20,1,1,1,0,0,Bacillus,cytotoxicus,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Phocaeicola,Phocaeicola massiliensis,19,1,1,1,0,0,Phocaeicola,massiliensis,TRUE
,,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Aquipseudomonas,Aquipseudomonas alcaligenes,18,1,1,1,0,0,Aquipseudomonas,alcaligenes,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides caccae,17,1,1,1,0,0,Bacteroides,caccae,TRUE
,,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,Lactobacillus acidophilus,16,7,1,1,1,0,Lactobacillus,acidophilus,TRUE
,,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus manliponensis,15,10,0,1,1,0,Bacillus,albus,FALSE
,,Bacillota,Bacilli,Bacillales,Listeriaceae,Listeria,Listeria ivanovii,15,5,1,1,1,0,Listeria,innocua,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides merdae,15,1,1,1,0,0,Parabacteroides,merdae,TRUE
,,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacterium prausnitzii,13,1,1,1,0,0,Faecalibacterium,prausnitzii,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,13,1,1,1,0,0,Bacteroides,stercoris,TRUE
,,Bacillota,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,Enterococcus dispar,12,12,1,1,1,0.5,Enterococcus,canis,TRUE
,,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides finegoldii,12,1,1,1,0,0,Bacteroides,finegoldii,TRUE
,,Bacillota,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,Staphylococcus hominis,10,1,1,1,0,0,Staphylococcus,hominis,TRUE
,,Bacillota,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dysgalactiae,10,9,1,1,1,0,Streptococcus,canis,TRUE
,,Bacillota,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Blautia luti,10,2,0.5,1,0.5,0,Blautia,luti,FALSE
