"","superkingdom","kingdom","phylum","class","order","family","genus","species","read_counts","Proportion","readsEM","EMProportion","IDs","TaxonomyIDs","read_proportions"
"1",NA,NA,"Bacillota","Clostridia","Eubacteriales","Clostridiaceae","Clostridium","Clostridium beijerinckii",41082,0.113479604774309,41082,0.113521307567438,"1","1520","1"
"2",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus aureus",40551,0.1120128390342,40441.8,0.111752179707798,"2","1280","1"
"3",NA,NA,"Pseudomonadota","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","Acinetobacter baumannii",31239,0.0862905743037006,31239,0.0863222874250433,"3","470","1"
"4",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus cereus",27491,0.0759375837313305,27503.7,0.0760005750811109,"4","1396","1"
"5",NA,NA,"Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Deinococcus radiodurans",23111,0.063838838078454,23111,0.0638622999381024,"5","1299","1"
"6",NA,NA,"Pseudomonadota","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria","Neisseria meningitidis",22242,0.0614384248427577,22242,0.0614610043795917,"6","487","1"
"7",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidaceae","Phocaeicola","Phocaeicola vulgatus",22199,0.0613196472027866,22199,0.0613421663755454,"7","821","1"
"8",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus mutans",17303,0.0477955698702561,17274.9,0.0477354804275829,"8","1309","1"
"9",NA,NA,"Pseudomonadota","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas aeruginosa",17125,0.0473038856861895,17125,0.0473212341041847,"9","287","1"
"10",NA,NA,"Campylobacterota","Epsilonproteobacteria","Campylobacterales","Helicobacteraceae","Helicobacter","Helicobacter pylori",16638,0.0459586598567486,16638,0.045975550446547,"10","210","1"
"11",NA,NA,"Actinomycetota","Actinomycetes","Actinomycetales","Actinomycetaceae","Schaalia","Schaalia odontolytica",16024,0.0442626256487883,16024,0.0442788921584409,"11","1660","1"
"12",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria innocua",15895,0.0439062927288748,15909.7,0.0439629435902026,"12","1642","1"
"13",NA,NA,"Pseudomonadota","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia","Escherichia coli",14428,0.0398540416163703,14428,0.0398686617781321,"13","562","1"
"14",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus faecalis",13078,0.0361249761754152,13055.1,0.0360750698111945,"14","1351","1"
"15",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus agalactiae",11415,0.031531320006298,11445.6,0.031627565650464,"15","888745","1"
"16",NA,NA,"Bacillota","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus","Lactobacillus gasseri",9600,0.0265177986912361,9601.5,0.0265316026590072,"16","1596","1"
"17",NA,NA,"Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Cereibacter","Cereibacter sphaeroides",9158,0.0252968750431605,9158,0.0253061720745625,"17","1063","1"
"18",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas","Porphyromonas gingivalis",7105,0.0196259333022118,7105,0.0196331452456373,"18","837","1"
"19",NA,NA,"Bacillota","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Streptococcus pneumoniae",1833,0.0050632421876079,1833.4,0.00506608272929306,"19","1313","1"
"20",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Prevotellaceae","Segatella","Segatella copri",894,0.00246947000312137,894,0.00247037757538244,"20","537011","1"
"21",NA,NA,"Actinomycetota","Actinomycetes","Propionibacteriales","Propionibacteriaceae","Cutibacterium","Cutibacterium acnes",691,0.0019087290516296,691,0.00190943054204616,"21","1747","1"
"22",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus kloosii",543,0.00149991298847304,543.2,0.00150102833075624,"22","29384","1"
"23",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus hirae",503,0.00138942216059289,499.6,0.00138056080435446,"23","1354","1"
"24",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus epidermidis",220,0.000607699553340828,311.8,0.000861469823640071,"24","1282","1"
"25",NA,NA,"Bacillota","Bacilli","Bacillales","Bacillaceae","Bacillus","Bacillus manliponensis",194,0.00053588051521873,193.3,0.000534171361546307,"25","574376","1"
"26",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus chromogenes",138,0.00038119335618652,129,0.000356508190303238,"26","46126","1"
"27",NA,NA,"Bacillota","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","Staphylococcus hyicus",77,0.00021269484366929,86,0.000237779510680731,"27","1284","1"
"28",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus saccharolyticus",74,0.000204408031578279,73.4,0.000202942085636266,"28","1139996","1"
"29",NA,NA,"Bacillota","Negativicutes","Acidaminococcales","Acidaminococcaceae","Phascolarctobacterium","Phascolarctobacterium faecium",67,0.000185072136699252,67,0.000185140153859758,"29","33025","1"
"30",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Enterococcus moraviensis",57,0.000157449429729215,58.7,0.000162176990401304,"30","155617","1"
"31",NA,NA,"Bacillota","Clostridia","Eubacteriales","Oscillospiraceae","Faecalibacterium","Faecalibacterium prausnitzii",32,8.83926623041205e-05,32,8.8425148112123e-05,"31","853","1"
"32",NA,NA,"Bacillota","Bacilli","Bacillales","Listeriaceae","Listeria","Listeria welshimeri",30,8.28681209101129e-05,26.2,7.25062013911301e-05,"32","1643","1"
"33",NA,NA,"Bacteroidota","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","Alistipes putredinis",30,8.28681209101129e-05,30,8.28985763551153e-05,"33","28117","1"
"34",NA,NA,"Bacillota","Bacilli","Lactobacillales","Enterococcaceae","Melissococcus","Melissococcus plutonius",29,8.01058502131092e-05,27,7.46288158107533e-05,"34","940190","1"
